sample_id,timestamp,datetime,j1,j2,j3,j4,j5,j6,x,y,z,raw_waypoint
0,1773664875.1063485,2026-03-16 20:41:15.106,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
1,1773664875.126119,2026-03-16 20:41:15.126,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
2,1773664875.1461143,2026-03-16 20:41:15.146,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
3,1773664875.1660388,2026-03-16 20:41:15.166,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5708000659942627,-0.7853981852531433,-0.25905579448414556,0.09335404191577909,0.47032881475240496,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5708000659942627, -0.7853981852531433], 'ori': [0.00015416558202158782, -0.7008029585218021, 0.7131413548811203, 0.017452722377402547], 'pos': [-0.25905579448414556, 0.09335404191577909, 0.47032881475240496]}"
4,1773664875.1860793,2026-03-16 20:41:15.186,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
5,1773664875.2061315,2026-03-16 20:41:15.206,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5708000659942627,-0.7853981852531433,-0.25905579448414556,0.09335404191577909,0.47032881475240496,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5708000659942627, -0.7853981852531433], 'ori': [0.00015416558202158782, -0.7008029585218021, 0.7131413548811203, 0.017452722377402547], 'pos': [-0.25905579448414556, 0.09335404191577909, 0.47032881475240496]}"
6,1773664875.2260346,2026-03-16 20:41:15.226,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
7,1773664875.2460518,2026-03-16 20:41:15.246,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5708000659942627,-0.7853981852531433,-0.25905579448414556,0.09335404191577909,0.47032881475240496,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5708000659942627, -0.7853981852531433], 'ori': [0.00015416558202158782, -0.7008029585218021, 0.7131413548811203, 0.017452722377402547], 'pos': [-0.25905579448414556, 0.09335404191577909, 0.47032881475240496]}"
8,1773664875.2660577,2026-03-16 20:41:15.266,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
9,1773664875.2860484,2026-03-16 20:41:15.286,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
10,1773664875.3060822,2026-03-16 20:41:15.306,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
11,1773664875.3260539,2026-03-16 20:41:15.326,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5708000659942627,-0.7853981852531433,-0.25905579448414556,0.09335404191577909,0.47032881475240496,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5708000659942627, -0.7853981852531433], 'ori': [0.00015416558202158782, -0.7008029585218021, 0.7131413548811203, 0.017452722377402547], 'pos': [-0.25905579448414556, 0.09335404191577909, 0.47032881475240496]}"
12,1773664875.3460433,2026-03-16 20:41:15.346,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
13,1773664875.3660536,2026-03-16 20:41:15.366,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853944897651672,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853944897651672], 'ori': [0.00015228594157982582, -0.7008016638211197, 0.7131426271817117, 0.017452738779588372], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
14,1773664875.3860617,2026-03-16 20:41:15.386,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5708000659942627,-0.7853981852531433,-0.25905579448414556,0.09335404191577909,0.47032881475240496,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5708000659942627, -0.7853981852531433], 'ori': [0.00015416558202158782, -0.7008029585218021, 0.7131413548811203, 0.017452722377402547], 'pos': [-0.25905579448414556, 0.09335404191577909, 0.47032881475240496]}"
15,1773664875.406049,2026-03-16 20:41:15.406,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853944897651672,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853944897651672], 'ori': [0.00015228594157982582, -0.7008016638211197, 0.7131426271817117, 0.017452738779588372], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
16,1773664875.426056,2026-03-16 20:41:15.426,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
17,1773664875.4460583,2026-03-16 20:41:15.446,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
18,1773664875.4660666,2026-03-16 20:41:15.466,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
19,1773664875.4860506,2026-03-16 20:41:15.486,-0.8028501272201538,-0.5585047006607056,-1.8151417970657349,0.2792506515979767,-1.5707963705062866,-0.7853981852531433,-0.25905604436512963,0.09335380060790796,0.47032881475174837,"{'joint': [-0.8028501272201538, -0.5585047006607056, -1.8151417970657349, 0.2792506515979767, -1.5707963705062866, -0.7853981852531433], 'ori': [0.00015231818973159147, -0.7008029815249254, 0.7131413322784331, 0.0174527384981735], 'pos': [-0.25905604436512963, 0.09335380060790796, 0.47032881475174837]}"
