sample_id,timestamp,datetime,j1,j2,j3,j4,j5,j6,x,y,z,raw_waypoint
0,1773664993.0085356,2026-03-16 20:43:13.008,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
1,1773664993.028252,2026-03-16 20:43:13.028,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
2,1773664993.0482516,2026-03-16 20:43:13.048,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
3,1773664993.0682454,2026-03-16 20:43:13.068,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
4,1773664993.0881946,2026-03-16 20:43:13.088,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
5,1773664993.1081948,2026-03-16 20:43:13.108,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
6,1773664993.128173,2026-03-16 20:43:13.128,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
7,1773664993.1481934,2026-03-16 20:43:13.148,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
8,1773664993.168255,2026-03-16 20:43:13.168,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
9,1773664993.1882591,2026-03-16 20:43:13.188,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
10,1773664993.2082806,2026-03-16 20:43:13.208,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
11,1773664993.2282565,2026-03-16 20:43:13.228,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
12,1773664993.2482593,2026-03-16 20:43:13.248,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
13,1773664993.2682614,2026-03-16 20:43:13.268,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
14,1773664993.2882571,2026-03-16 20:43:13.288,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
15,1773664993.3081844,2026-03-16 20:43:13.308,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
16,1773664993.3281908,2026-03-16 20:43:13.328,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
17,1773664993.3482668,2026-03-16 20:43:13.348,-1.7137092351913452,-0.4523632526397705,-1.7171170711517334,0.4688400328159332,-1.427347183227539,-0.8330715298652649,-0.09563968773149287,0.2827649982625221,0.47032854454815876,"{'joint': [-1.7137092351913452, -0.4523632526397705, -1.7171170711517334, 0.4688400328159332, -1.427347183227539, -0.8330715298652649], 'ori': [0.10111264518411704, 0.3308010822680793, -0.937492299610285, 0.038145315905860254], 'pos': [-0.09563968773149287, 0.2827649982625221, 0.47032854454815876]}"
